site,habitat,order_num,order,abu,rep,date,notes,Site Code,Sample  weight (g),Replication (Rep out of 3),Date,Priority
HH45,wetland,4,areinada = 4,12,1,,,,,,,Low
HH45,wetland,5,lepidoptera = 5,3,1,,,,,,,Low
HH45,wetland,6,dipteran,13,1,,,,,,,Low
HH45,wetland,7,odonata = 7,,1,,,,,,,Low
HH45,wetland,8,mantodea = 8,,1,,,,,,,Low
HH45,wetland,9,phasmotodea = 9,2,1,,,,,,,Low
HH45,wetland,10,hemiptera = 10,,1,,,,,,,Low
HH45,wetland,11,Archeria = 11,,1,,,,,,,Low
HH45,wetland,12,Oppliones = 12,,1,,,,,,,Low
HH45,wetland,13,UnID = 13,,1,,,,,,,Low
HH45,wetland,1,hymenoptera = 1,4,2,6/14/2023,,,,,,Low
HH45,wetland,2,orthoptera = 2,5,2,6/14/2023,,,,,,Low
HH45,wetland,3,coleoptera = 3,15,2,6/14/2023,,,,,,Low
HH45,wetland,4,areinada = 4,12,2,6/14/2023,,,,,,Low
HH45,wetland,5,lepidoptera = 5,,2,6/14/2023,,,,,,Low
HH45,wetland,6,dipteran,1,2,6/14/2023,,,,,,Low
HH45,wetland,7,odonata = 7,2,2,6/14/2023,,,,,,Low
HH45,wetland,8,mantodea = 8,,2,6/14/2023,,,,,,Low
HH45,wetland,9,phasmotodea = 9,,2,6/14/2023,,,,,,Low
HH45,wetland,10,hemiptera = 10,4,2,6/14/2023,,,,,,Low
HH45,wetland,11,Archeria = 11,,2,6/14/2023,,,,,,Low
HH45,wetland,12,Oppliones = 12,,2,6/14/2023,,,,,,Low
HH45,wetland,13,UnID = 13,6,2,6/14/2023,,,,,,Low
HH46,Wetland,1,hymenoptera = 1,,1,,,,,,,Low
HH46,wetland,2,orthoptera = 2,2,1,,,,,,,Low
HH46,wetland,3,coleoptera = 3,4,1,,,,,,,Low
HH46,wetland,4,areinada = 4,7,1,,,,,,,Low
HH46,wetland,5,lepidoptera = 5,,1,,,,,,,Low
HH46,wetland,6,dipteran,1,1,,,,,,,Low
HH46,wetland,7,odonata = 7,,1,,,,,,,Low
HH46,wetland,8,mantodea = 8,,1,,,,,,,Low
HH46,wetland,9,phasmotodea = 9,,1,,,,,,,Low
HH46,wetland,10,hemiptera = 10,,1,,,,,,,Low
HH46,wetland,11,Archeria = 11,,1,,,,,,,Low
HH46,wetland,12,Oppliones = 12,,1,,,,,,,Low
HH46,wetland,13,UnID = 13,1,1,,,,,,,Low
HH46,Wetland,1,hymenoptera = 1,5,2,5/16/2023,,,,,,Low
HH46,wetland,2,orthoptera = 2,9,2,5/16/2023,,,,,,Low
HH46,wetland,3,coleoptera = 3,42,2,5/16/2023,,,,,,Low
HH46,wetland,4,areinada = 4,22,2,5/16/2023,,,,,,Low
HH46,wetland,5,lepidoptera = 5,,2,5/16/2023,,,,,,Low
HH46,wetland,6,dipteran,2,2,5/16/2023,,,,,,Low
HH46,wetland,7,odonata = 7,2,2,5/16/2023,,,,,,Low
HH46,wetland,8,mantodea = 8,,2,5/16/2023,,,,,,Low
HH46,wetland,9,phasmotodea = 9,,2,5/16/2023,,,,,,Low
HH46,wetland,10,hemiptera = 10,2,2,5/16/2023,,,,,,Low
HH46,wetland,11,Archeria = 11,,2,5/16/2023,,,,,,Low
HH46,wetland,12,Oppliones = 12,1,2,5/16/2023,,,,,,Low
HH46,wetland,13,UnID = 13,12,2,5/16/2023,,,,,,Low
HH48,wetland,1,hymenoptera = 1,50,1,5/31/2023,,,,,,Medium
HH48,wetland,2,orthoptera = 2,,1,5/31/2023,,,,,,Medium
HH48,wetland,3,coleoptera = 3,3,1,5/31/2023,,,,,,Medium
HH48,wetland,4,areinada = 4,,1,5/31/2023,,,,,,Medium
HH48,wetland,5,lepidoptera = 5,,1,5/31/2023,,,,,,Medium
HH48,wetland,6,dipteran,9,1,5/31/2023,,,,,,Medium
HH48,wetland,7,odonata = 7,,1,5/31/2023,,,,,,Medium
HH48,wetland,8,mantodea = 8,,1,5/31/2023,,,,,,Medium
HH48,wetland,9,phasmotodea = 9,,1,5/31/2023,,,,,,Medium
HH48,wetland,10,hemiptera = 10,,1,5/31/2023,,,,,,Medium
HH48,wetland,11,Archeria = 11,,1,5/31/2023,,,,,,Medium
HH48,wetland,12,Oppliones = 12,,1,5/31/2023,,,,,,Medium
HH48,wetland,13,UnID = 13,,1,5/31/2023,,,,,,Medium
HH49,wetland,1,hymenoptera = 1,12,1,5/31/2023,,,,,,Low
HH49,wetland,2,orthoptera = 2,2,1,5/31/2023,,,,,,Low
HH49,wetland,3,coleoptera = 3,4,1,5/31/2023,,,,,,Low
HH49,wetland,4,areinada = 4,,1,5/31/2023,,,,,,Low
HH49,wetland,5,lepidoptera = 5,1,1,5/31/2023,,,,,,Low
HH49,wetland,6,dipteran,7,1,5/31/2023,,,,,,Low
HH49,wetland,7,odonata = 7,1,1,5/31/2023,,,,,,Low
HH49,wetland,8,mantodea = 8,,1,5/31/2023,,,,,,Low
HH49,wetland,9,phasmotodea = 9,,1,5/31/2023,,,,,,Low
HH49,wetland,10,hemiptera = 10,,1,5/31/2023,,,,,,Low
HH49,wetland,11,Archeria = 11,,1,5/31/2023,,,,,,Low
HH49,wetland,12,Oppliones = 12,,1,5/31/2023,,,,,,Low
HH49,#REF!,13,UnID = 13,,1,5/31/2023,,,,,,Low
HH49,wetland,1,hymenoptera = 1,3,2,6/16/2023,,,,,,Low
HH49,wetland,2,orthoptera = 2,12,2,6/16/2023,,,,,,
HH49,wetland,3,coleoptera = 3,7,2,6/16/2023,,,,,,
HH49,wetland,4,areinada = 4,12,2,6/16/2023,,,,,,
HH49,wetland,5,lepidoptera = 5,,2,6/16/2023,,,,,,
HH49,wetland,6,dipteran,7,2,6/16/2023,,,,,,
HH49,wetland,7,odonata = 7,1,2,6/16/2023,,,,,,
HH49,wetland,8,mantodea = 8,,2,6/16/2023,,,,,,
HH49,wetland,9,phasmotodea = 9,,2,6/16/2023,,,,,,
HH49,wetland,10,hemiptera = 10,7,2,6/16/2023,,,,,,
HH49,wetland,11,Archeria = 11,,2,6/16/2023,,,,,,
HH49,wetland,12,Oppliones = 12,,2,6/16/2023,,,,,,
HH49,wetland,13,UnID = 13,9,2,6/16/2023,,,,,,
HH49,upland,1,hymenoptera = 1,6,1,5/31/2023,,,,,,Medium
HH50,wetland,3,coleoptera = 3,3,1,5/31/2023,,,,,,Medium
HH50,wetland,4,areinada = 4,13,1,5/31/2023,,,,,,Medium
HH50,wetland,5,lepidoptera = 5,1,1,5/31/2023,,,,,,Medium
HH50,wetland,6,dipteran,4,1,5/31/2023,,,,,,Medium
HH50,wetland,7,odonata = 7,,1,5/31/2023,,,,,,Medium
HH50,wetland,8,mantodea = 8,,1,5/31/2023,,,,,,Medium
HH50,wetland,9,phasmotodea = 9,,1,5/31/2023,,,,,,Medium
HH50,wetland,10,hemiptera = 10,,1,5/31/2023,,,,,,Medium
HH50,wetland,11,Archeria = 11,1,1,5/31/2023,,,,,,Medium
HH50,wetland,12,Oppliones = 12,1,1,5/31/2023,,,,,,Medium
HH50,upland,13,UnID = 13,,1,5/31/2023,,,,,,Medium
UP01,Upland,1,hymenoptera = 1,,1,,Not listed,,,,,
UP01,Upland,3,coleoptera = 3,,1,,Not listed,,,,,
UP01,Upland,4,areinada = 4,,1,,,,,,,
UP01,Upland,5,lepidoptera = 5,,1,,,,,,,
UP01,Upland,6,dipteran,,1,,,,,,,
UP01,Upland,7,odonata = 7,,1,,,,,,,
UP01,Upland,8,mantodea = 8,,1,,,,,,,
UP01,Upland,9,phasmotodea = 9,,1,,,,,,,
UP01,Upland,10,hemiptera = 10,,1,,,,,,,
UP01,Upland,11,Archeria = 11,,1,,,,,,,
UP01,Upland,12,Oppliones = 12,,1,,,,,,,
UP01,Upland,13,UnID = 13,,1,,,,,,,
UP01,Upland,1,hymenoptera = 1,4,2,6/13/2023,,UP01,0.55,2,,medium
UP01,Upland,2,orthoptera = 2,4,2,6/13/2023,,,,,,medium
UP01,Upland,3,coleoptera = 3,22,2,6/13/2023,,,,,,medium
UP01,Upland,4,areinada = 4,16,2,6/13/2023,,,,,,medium
UP01,Upland,5,lepidoptera = 5,,2,6/13/2023,,,,,,medium
UP01,Upland,6,dipteran,12,2,6/13/2023,,,,,,medium
UP01,Upland,7,odonata = 7,4,2,6/13/2023,,,,,,medium
UP01,Upland,8,mantodea = 8,,2,6/13/2023,,,,,,medium
UP01,Upland,9,phasmotodea = 9,,2,6/13/2023,,,,,,medium
UP01,Upland,10,hemiptera = 10,16,2,6/13/2023,,,,, ,medium
UP01,Upland,11,Archeria = 11,1,2,6/13/2023,,,,,,medium
UP01,Upland,12,Oppliones = 12,,2,6/13/2023,,,,,,medium
UP01,Upland,13,UnID = 13,12,2,6/13/2023,,,,,,medium
UP01a,upland,1,hymenoptera = 1,,1,6/1/2023,Not listed/weighed,,,,,High
UP01a,upland,2,orthoptera = 2,,1,6/1/2023,Not listed,,,,,High
UP01a,upland,3,coleoptera = 3,,1,6/1/2023,Not listed,,,,,High
UP01a,upland,4,areinada = 4,,1,6/1/2023,Not listed,,,,,High
UP01a,upland,5,lepidoptera = 5,,1,6/1/2023,Not listed,,,,,High
UP01a,upland,6,dipteran,,1,6/1/2023,Not listed,,,,,High
UP01a,upland,7,odonata = 7,,1,6/1/2023,Not listed,,,,,High
UP01a,upland,8,mantodea = 8,,1,6/1/2023,Not listed,,,,,High
UP01a,upland,9,phasmotodea = 9,,1,6/1/2023,Not listed,,,,,High
UP01a,upland,10,hemiptera = 10,,1,6/1/2023,Not listed,,,,,High
UP01a,upland,11,Archeria = 11,,1,6/1/2023,Not listed,,,,,High
UP01a,upland,12,Oppliones = 12,,1,6/1/2023,Not listed,,,,,High
UP01a,upland,13,UnID = 13,,1,6/1/2023,Not listed,,,,,High
UP01a,upland,1,hymenoptera = 1,1,2,7/10/2023,,UP01a,0.58,2,,High
UP01a,upland,2,orthoptera = 2,4,2,7/10/2023,,,,,,High
UP01a,upland,3,coleoptera = 3,14,2,7/10/2023,,,,,,High
UP01a,upland,4,areinada = 4,8,2,7/10/2023,,,,,,High
UP01a,upland,5,lepidoptera = 5,,2,7/10/2023,,,,,,High
UP01a,upland,6,dipteran,3,2,7/10/2023,,,,,,High
UP01a,upland,7,odonata = 7,,2,7/10/2023,,,,,,High
UP01a,upland,8,mantodea = 8,1,2,7/10/2023,,,,,,High
UP01a,upland,9,phasmotodea = 9,,2,7/10/2023,,,,,,High
UP01a,upland,10,hemiptera = 10,14,2,7/10/2023,,,,,,High
UP01a,upland,11,Archeria = 11,2,2,7/10/2023,,,,,,High
UP01a,upland,12,Oppliones = 12,,2,7/10/2023,,,,,,High
UP01a,upland,13,UnID = 13,2,2,7/10/2023,hd wierd looking fly thing that mimicked a wasp. lots of notes on inat,,,,,High
UP02,upland,1,hymenoptera = 1,5,1,,check that this is truely rep 1,,,,,
UP02,upland,2,orthoptera = 2,1,1,,check that this is truely rep 1,,,,,High
UP02,upland,3,coleoptera = 3,9,1,,check that this is truely rep 1,,,,,High
UP02,upland,4,areinada = 4,8,1,,check that this is truely rep 1,,,,,High
UP02,upland,5,lepidoptera = 5,1,1,,check that this is truely rep 1,,,,,High
UP02,upland,6,dipteran,10,1,,check that this is truely rep 1,,,,,High
UP02,upland,7,odonata = 7,,1,,check that this is truely rep 1,,,,,High
UP02,upland,8,mantodea = 8,,1,,check that this is truely rep 1,,,,,High
UP02,upland,9,phasmotodea = 9,3,1,,check that this is truely rep 1,,,,,High
UP02,upland,10,hemiptera = 10,6,1,,check that this is truely rep 1,,,,,High
UP02,upland,11,Archeria = 11,1,1,,check that this is truely rep 1,,,,,High
UP02,upland,12,Oppliones = 12,1,1,,check that this is truely rep 1,,,,,High
UP02,upland,13,UnID = 13,2,1,,check that this is truely rep 1,,,,,High
UP02,upland,1,hymenoptera = 1,2,2,7/10/2023,,UP02,0.65,2,,High
UP02,upland,2,orthoptera = 2,6,2,7/10/2023,,,,,,High
UP02,upland,3,coleoptera = 3,9,2,7/10/2023,,,,,,High
UP02,upland,4,areinada = 4,13,2,7/10/2023,,,,,,High
UP02,upland,5,lepidoptera = 5,,2,7/10/2023,,,,,,High
UP02,upland,6,dipteran,1,2,7/10/2023,,,,,,High
UP02,upland,7,odonata = 7,3,2,7/10/2023,,,,,,High
UP02,upland,8,mantodea = 8,1,2,7/10/2023,,,,,,High
UP02,upland,9,phasmotodea = 9,,2,7/10/2023,,,,,,High
UP02,upland,10,hemiptera = 10,12,2,7/10/2023,,,,,,High
UP02,upland,11,Archeria = 11,,2,7/10/2023,,,,,,High
UP02,upland,12,Oppliones = 12,2,2,7/10/2023,,,,,,High
UP02,upland,13,UnID = 13,5,2,7/10/2023,,,,,,High
up03,upland,1,hymenoptera = 1,1,1,5/31/2023,,,,,,Medium
up03,upland,2,orthoptera = 2,3,1,5/31/2023,,,,,,Medium
up03,upland,3,coleoptera = 3,3,1,5/31/2023,,,,,,Medium
up03,upland,4,areinada = 4,9,1,5/31/2023,,,,,,Medium
up03,upland,5,lepidoptera = 5,3,1,5/31/2023,,,,,,Medium
up03,upland,6,dipteran,8,1,5/31/2023,,,,,,Medium
up03,upland,7,odonata = 7,1,1,5/31/2023,,,,,,Medium
up03,upland,8,mantodea = 8,1,1,5/31/2023,,,,,,Medium
up03,upland,9,phasmotodea = 9,,1,5/31/2023,,,,,,Medium
up03,upland,10,hemiptera = 10,,1,5/31/2023,,,,,,Medium
up03,upland,11,Archeria = 11,,1,5/31/2023,,,,,,Medium
up03,upland,12,Oppliones = 12,2,1,5/31/2023,,,,,,Medium
up03,upland,13,UnID = 13,1,1,5/31/2023,,,,,,Medium
up03a,upland,1,hymenoptera = 1,,1,,Not listed,,,,,High
UP03a,upland,2,orthoptera = 2,,1,,Not listed/weighed,,,,,High
UP03a,upland,3,coleoptera = 3,,1,,Not listed,,,,,High
UP03a,upland,4,areinada = 4,,1,,Not listed,,,,,High
UP03a,upland,5,lepidoptera = 5,,1,,Not listed,,,,,High
UP03a,upland,6,dipteran,,1,,Not listed,,,,,High
UP03a,upland,7,odonata = 7,,1,,Not listed,,,,,High
UP03a,upland,8,mantodea = 8,,1,,Not listed,,,,,High
UP03a,upland,9,phasmotodea = 9,,1,,Not listed,,,,,High
UP03a,upland,10,hemiptera = 10,,1,,Not listed,,,,,High
UP03a,upland,11,Archeria = 11,,1,,Not listed,,,,,High
UP03a,upland,12,Oppliones = 12,,1,,Not listed,,,,,High
UP03a,upland,13,UnID = 13,,1,,Not listed,,,,,High
UP04,upland,1,hymenoptera = 1,10,1,5/25/2023,,,,,,low
UP04,upland,2,orthoptera = 2,2,1,5/25/2023,,,,,,low
UP04,upland,3,coleoptera = 3,11,1,5/25/2023,,,,,,low
UP04,upland,4,areinada = 4,14,1,5/25/2023,,,,,,low
UP04,upland,5,lepidoptera = 5,1,1,5/25/2023,,,,,,low
UP04,upland,6,dipteran,15,1,5/25/2023,,,,,,low
UP04,upland,7,odonata = 7,2,1,5/25/2023,,,,,,low
UP04,upland,8,mantodea = 8,2,1,5/25/2023,,,,,,low
UP04,upland,9,phasmotodea = 9,,1,5/25/2023,,,,,,low
UP04,upland,10,hemiptera = 10,,1,5/25/2023,,,,,,low
UP04,upland,11,Archeria = 11,,1,5/25/2023,,,,,,low
UP04,upland,12,Oppliones = 12,1,1,5/25/2023,,,,,,low
UP04,upland,13,UnID = 13,7,1,5/25/2023,,,,,,low
UP04,upland,1,hymenoptera = 1,1,2,6/16/2023,,UP04,0.4,2,,low
UP04,upland,2,orthoptera = 2,1,2,6/16/2023,,,,,,low
UP04,upland,3,coleoptera = 3,18,2,6/16/2023,,,,,,low
UP04,upland,4,areinada = 4,10,2,6/16/2023,,,,,,low
UP04,upland,5,lepidoptera = 5,,2,6/16/2023,,,,,,low
UP04,upland,6,dipteran,8,2,6/16/2023,,,,,,low
UP04,upland,7,odonata = 7,1,2,6/16/2023,,,,,,low
UP04,upland,8,mantodea = 8,,2,6/16/2023,,,,,,low
UP04,upland,9,phasmotodea = 9,,2,6/16/2023,,,,,,low
UP04,upland,10,hemiptera = 10,5,2,6/16/2023,,,,,,
UP04,upland,11,Archeria = 11,1,2,6/16/2023,,,,,,
UP04,upland,12,Oppliones = 12,1,2,6/16/2023,,,,,,
UP04,upland,13,UnID = 13,7,2,6/16/2023,,,,,,
UP05(a),upland,1,hymenoptera = 1,10,1,5/25/2023,Not weighed,,,,,Low
UP05(a),upland,2,orthoptera = 2,3,1,5/25/2023,,,,,,Low
UP05(a),upland,3,coleoptera = 3,3,1,5/25/2023,,,,,,Low
UP05(a),upland,4,areinada = 4,25,1,5/25/2023,,,,,,Low
UP05(a),upland,5,lepidoptera = 5,,1,5/25/2023,,,,,,Low
UP05(a),upland,6,dipteran,18,1,5/25/2023,,,,,,Low
UP05(a),upland,7,odonata = 7,,1,5/25/2023,,,,,,Low
UP05(a),upland,8,mantodea = 8,,1,5/25/2023,,,,,,Low
UP05(a),upland,9,phasmotodea = 9,,1,5/25/2023,,,,,,Low
UP05(a),upland,10,hemiptera = 10,,1,5/25/2023,,,,,,Low
UP05(a),upland,11,Archeria = 11,,1,5/25/2023,,,,,,Low
UP05(a),upland,12,Oppliones = 12,6,1,5/25/2023,,,,,,Low
UP05(a),upland,13,UnID = 13,9,1,5/25/2023,,,,,,Low
UP05(a),Upland,1,hymenoptera = 1,,,5/31/2023,"only two reps, id k why this is in here but noted as not lsited , not weighed",,,,,
UP05(a),upland,2,orthoptera = 2,,,5/31/2023,not listed,,,,,
UP05(a),upland,3,coleoptera = 3,,,5/31/2023,not listed,,,,,
UP05(a),upland,4,areinada = 4,,,5/31/2023,not listed,,,,,
UP05(a),upland,5,lepidoptera = 5,,,5/31/2023,not listed,,,,,
UP05(a),upland,6,dipteran,,,5/31/2023,not listed,,,,,
UP05(a),upland,7,odonata = 7,,,5/31/2023,not listed,,,,,
UP05(a),upland,8,mantodea = 8,,,5/31/2023,not listed,,,,,
UP05(a),upland,9,phasmotodea = 9,,,5/31/2023,not listed,,,,,
UP05(a),upland,10,hemiptera = 10,,,5/31/2023,not listed,,,,,
UP05(a),upland,11,Archeria = 11,,,5/31/2023,not listed,,,,,
UP05(a),upland,12,Oppliones = 12,,,5/31/2023,not listed,,,,,
UP05(a),upland,13,UnID = 13,,,5/31/2023,not listed,,,,,
UP05(a),upland,1,hymenoptera = 1,4,2,6/26/2023,,UP05(a),0.49,2,,low
UP05(a),upland,2,orthoptera = 2,3,2,6/26/2023,,,,,,low
UP05(a),upland,3,coleoptera = 3,9,2,6/26/2023,,,,,,low
UP05(a),upland,4,areinada = 4,18,2,6/26/2023,,,,,,low
UP05(a),upland,5,lepidoptera = 5,,2,6/26/2023,,,,,,low
UP05(a),upland,6,dipteran,9,2,6/26/2023,,,,,,low
UP05(a),upland,7,odonata = 7,,2,6/26/2023,,,,,,low
UP05(a),upland,8,mantodea = 8,1,2,6/26/2023,,,,,,low
UP05(a),upland,9,phasmotodea = 9,,2,6/26/2023,,,,,,low
UP05(a),upland,10,hemiptera = 10,6,2,6/26/2023,,,,,,low
UP05(a),upland,11,Archeria = 11,,2,6/26/2023,,,,,,low
UP05(a),upland,12,Oppliones = 12,1,2,6/26/2023,,,,,,low
UP05(a),upland,13,UnID = 13,1,2,6/26/2023,,,,,,low
UP7a,upland,1,hymenoptera = 1,,1,5/25/2023,Not listed,,,,,High
UP7a,upland,2,orthoptera = 2,,1,5/25/2023,Not listed,,,,,High
UP7a,upland,3,coleoptera = 3,,1,5/25/2023,Not listed,,,,,High
UP7a,upland,4,areinada = 4,,1,5/25/2023,Not listed,,,,,High
UP7a,upland,5,lepidoptera = 5,,1,5/25/2023,Not listed,,,,,High
UP7a,upland,6,dipteran,,1,5/25/2023,Not listed,,,,,High
UP7a,upland,7,odonata = 7,,1,5/25/2023,Not listed,,,,,High
UP7a,upland,8,mantodea = 8,,1,5/25/2023,Not listed,,,,,High
UP7a,upland,9,phasmotodea = 9,,1,5/25/2023,Not listed,,,,,High
UP7a,upland,10,hemiptera = 10,,1,5/25/2023,Not listed,,,,,High
UP7a,upland,11,Archeria = 11,,1,5/25/2023,Not listed,,,,,High
UP7a,upland,12,Oppliones = 12,,1,5/25/2023,Not listed,,,,,High
UP7a,upland,13,UnID = 13,,1,5/25/2023,Not listed,,,,,High
UP7a,upland,1,hymenoptera = 1,1,2,6/26/2023,,UP7a,0.37,2,,low
UP7a,upland,2,orthoptera = 2,8,2,6/26/2023,,,,,,low
UP7a,upland,3,coleoptera = 3,3,2,6/26/2023,,,,,,low
UP7a,upland,4,areinada = 4,8,2,6/26/2023,,,,,,low
UP7a,upland,5,lepidoptera = 5,,2,6/26/2023,,,,,,low
UP7a,upland,6,dipteran,5,2,6/26/2023,,,,,,low
UP7a,upland,7,odonata = 7,,2,6/26/2023,,,,,,low
UP7a,upland,8,mantodea = 8,2,2,6/26/2023,,,,,,low
UP7a,upland,9,phasmotodea = 9,,2,6/26/2023,,,,,,low
UP7a,upland,10,hemiptera = 10,9,2,6/26/2023,,,,,,low
UP7a,upland,11,Archeria = 11,,2,6/26/2023,,,,,,low
UP7a,upland,12,Oppliones = 12,1,2,6/26/2023,,,,,,low
UP7a,upland,13,UnID = 13,5,2,6/26/2023,,,,,,low
UP7a,upland,1,hymenoptera = 1,,3,7/9/2023,,,,,,
UP7a,upland,2,orthoptera = 2,,3,7/9/2023,,,,,,
UP7a,upland,3,coleoptera = 3,,3,7/9/2023,,,,,,
UP7a,upland,4,areinada = 4,,3,7/9/2023,,,,,,
UP7a,upland,5,lepidoptera = 5,,3,7/9/2023,,,,,,
UP7a,upland,6,dipteran,,3,7/9/2023,,,,,,
UP7a,upland,7,odonata = 7,,3,7/9/2023,,,,,,
UP7a,upland,8,mantodea = 8,,3,7/9/2023,,,,,,
UP7a,upland,9,phasmotodea = 9,,3,7/9/2023,,,,,,
UP7a,upland,10,hemiptera = 10,,3,7/9/2023,,,,,,
UP7a,upland,11,Archeria = 11,,3,7/9/2023,,,,,,
UP7a,upland,12,Oppliones = 12,,3,7/9/2023,,,,,,
UP7a,upland,13,UnID = 13,,3,7/9/2023,,,,,,
up13a,Upland,1,hymenoptera = 1,3,1,6/13/2023,,up13a,0.51,1,,High
up13a,Upland,2,orthoptera = 2,4,1,6/13/2023,,,,,,High
up13a,Upland,3,coleoptera = 3,6,1,6/13/2023,,,,,,High
up13a,Upland,4,areinada = 4,8,1,6/13/2023,,,,,,High
up13a,Upland,5,lepidoptera = 5,,1,6/13/2023,,,,,,High
up13a,Upland,6,dipteran,13,1,6/13/2023,,,,,,High
up13a,Upland,7,odonata = 7,,1,6/13/2023,,,,,,High
up13a,Upland,8,mantodea = 8,,1,6/13/2023,,,,,,High
up13a,Upland,9,phasmotodea = 9,,1,6/13/2023,,,,,,High
up13a,Upland,10,hemiptera = 10,7,1,6/13/2023,,,,,,High
up13a,Upland,11,Archeria = 11,,1,6/13/2023,,,,,,High
up13a,Upland,12,Oppliones = 12,3,1,6/13/2023,,,,,,High
up13a,Upland,13,UnID = 13,8,1,6/13/2023,,,,,,High
up13a,Upland,1,hymenoptera = 1,,2,6/22/2023,,up13a,0.92,2,,
up13a,Upland,2,orthoptera = 2,1,2,6/22/2023,,,,,,
up13a,Upland,3,coleoptera = 3,2,2,6/22/2023,,,,,,
up13a,Upland,4,areinada = 4,9,2,6/22/2023,,,,,,
up13a,Upland,5,lepidoptera = 5,,2,6/22/2023,,,,,,
up13a,Upland,6,dipteran,3,2,6/22/2023,,,,,,
up13a,Upland,7,odonata = 7,1,2,6/22/2023,,,,,,
up13a,Upland,8,mantodea = 8,,2,6/22/2023,,,,,,
up13a,Upland,9,phasmotodea = 9,,2,6/22/2023,,,,,,
up13a,Upland,10,hemiptera = 10,2,2,6/22/2023,,,,,,
up13a,Upland,11,Archeria = 11,,2,6/22/2023,,,,,,
up13a,Upland,12,Oppliones = 12,1,2,6/22/2023,,,,,,
up13a,Upland,13,UnID = 13,2,2,6/22/2023,,,,,,
UP17a,Upland,1,hymenoptera = 1,,,7/3/2023,,,,,,High
UP17a,Upland,2,orthoptera = 2,,,7/3/2023,,,,,,High
UP17a,Upland,3,coleoptera = 3,,,7/3/2023,,,,,,High
UP17a,Upland,4,areinada = 4,,,7/3/2023,,,,,,High
UP17a,Upland,5,lepidoptera = 5,,,7/3/2023,,,,,,High
UP17a,Upland,6,dipteran,,,7/3/2023,,,,,,High
UP17a,Upland,7,odonata = 7,,,7/3/2023,,,,,,High
UP17a,Upland,8,mantodea = 8,,,7/3/2023,,,,,,High
UP17a,Upland,9,phasmotodea = 9,,,7/3/2023,,,,,,High
UP17a,Upland,10,hemiptera = 10,,,7/3/2023,,,,,,High
UP17a,Upland,11,Archeria = 11,,,7/3/2023,,,,,,High
UP17a,Upland,12,Oppliones = 12,,,7/3/2023,,,,,,High
UP17a,Upland,13,UnID = 13,,,7/3/2023,,,,,,High
UP22a,Upland,1,hymenoptera = 1,,1,7/9/2023,,,,,,High
UP22a,Upland,2,orthoptera = 2,,1,7/9/2023,,,,,,High
UP22a,Upland,3,coleoptera = 3,,1,7/9/2023,,,,,,High
UP22a,Upland,4,areinada = 4,,1,7/9/2023,,,,,,High
UP22a,Upland,5,lepidoptera = 5,,1,7/9/2023,,,,,,High
UP22a,Upland,6,dipteran,,1,7/9/2023,,,,,,High
UP22a,Upland,7,odonata = 7,,1,7/9/2023,,,,,,High
UP22a,Upland,8,mantodea = 8,,1,7/9/2023,,,,,,High
UP22a,Upland,9,phasmotodea = 9,,1,7/9/2023,,,,,,High
UP22a,Upland,10,hemiptera = 10,,1,7/9/2023,,,,,,High
UP22a,Upland,11,Archeria = 11,,1,7/9/2023,,,,,,High
UP22a,Upland,12,Oppliones = 12,,1,7/9/2023,,,,,,High
UP22a,Upland,13,UnID = 13,,1,7/9/2023,,,,,,High
UP22a,Upland,1,hymenoptera = 1,1,2,7/10/2023,,UP22a,0.74,2,,
UP22a,Upland,2,orthoptera = 2,1,2,7/10/2023,,,,,,
UP22a,Upland,3,coleoptera = 3,14,2,7/10/2023,,,,,,
UP22a,Upland,4,areinada = 4,11,2,7/10/2023,,,,,,
UP22a,Upland,5,lepidoptera = 5,,2,7/10/2023,,,,,,
UP22a,Upland,6,dipteran,5,2,7/10/2023,,,,,,
UP22a,Upland,7,odonata = 7,2,2,7/10/2023,,,,,,
UP22a,Upland,8,mantodea = 8,,2,7/10/2023,,,,,,
UP22a,Upland,9,phasmotodea = 9,,2,7/10/2023,,,,,,
UP22a,Upland,10,hemiptera = 10,10,2,7/10/2023,,,,,,
UP22a,Upland,11,Archeria = 11,1,2,7/10/2023,,,,,,
UP22a,Upland,12,Oppliones = 12,3,2,7/10/2023,,,,,,
UP22a,Upland,13,UnID = 13,2,2,7/10/2023,,,,,,
UP30a,Upland,1,hymenoptera = 1,1,1,6/13/2023,,,,,,Medium
UP30a,Upland,2,orthoptera = 2,4,1,6/13/2023,,,,,,Medium
UP30a,Upland,3,coleoptera = 3,26,1,6/13/2023,,,,,,Medium
UP30a,Upland,4,areinada = 4,21,1,6/13/2023,,,,,,Medium
UP30a,Upland,5,lepidoptera = 5,1,1,6/13/2023,,,,,,Medium
UP30a,Upland,6,dipteran,9,1,6/13/2023,,,,,,Medium
UP30a,Upland,7,odonata = 7,,1,6/13/2023,,,,,,Medium
UP30a,Upland,8,mantodea = 8,,1,6/13/2023,,,,,,Medium
UP30a,Upland,9,phasmotodea = 9,,1,6/13/2023,,,,,,Medium
UP30a,Upland,10,hemiptera = 10,3,1,6/13/2023,,,,,,Medium
UP30a,Upland,11,Archeria = 11,2,1,6/13/2023,,,,,,Medium
UP30a,Upland,12,Oppliones = 12,1,1,6/13/2023,,,,,,Medium
